institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Niederösterreichisches Landesarchiv,nieder-sterreichisches-landesarchiv,Austria,Europe,AT-NOeLA,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-NOeLA,True,True,http://www.noel.gv.at/Bildung/Landesarchiv-.html,https://www.noel.gv.at/noe/videos/NOe_Wissen.html,ok,200,0,0,,
Niederösterreichisches Landesarchiv,nieder-sterreichisches-landesarchiv,Austria,Europe,AT-NOeLA,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-NOeLA,True,True,http://www.noel.gv.at/Bildung/Landesarchiv-.html,https://www.noel.gv.at/noe/videos/alle/Videos.html,ok,200,0,0,,
Niederösterreichisches Landesarchiv,nieder-sterreichisches-landesarchiv,Austria,Europe,AT-NOeLA,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-NOeLA,True,True,http://www.noel.gv.at/Bildung/Landesarchiv-.html,https://www.noel.gv.at/noe/Kunst-Kultur/Film-Kinokultur.html,ok,200,0,0,,
Niederösterreichisches Landesarchiv,nieder-sterreichisches-landesarchiv,Austria,Europe,AT-NOeLA,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-NOeLA,True,True,http://www.noel.gv.at/Bildung/Landesarchiv-.html,https://www.noel.gv.at/noe/videos/NOe_Aktuell.html,ok,200,0,0,,
Niederösterreichisches Landesarchiv,nieder-sterreichisches-landesarchiv,Austria,Europe,AT-NOeLA,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-NOeLA,True,True,http://www.noel.gv.at/Bildung/Landesarchiv-.html,https://www.noel.gv.at/noe/videos/NOe_History.html,ok,200,0,0,,
Salzburger Landesarchiv,salzburger-landesarchiv,Austria,Europe,AT-SLA,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-SLA,True,True,http://www.salzburg.gv.at/themen/se/salzburg/archive.htm,https://www.salzburg.gv.at/themen/wirtschaft/wirtschaftsfoerderung/filmfoerderung-kommerziell,ok,200,0,0,,
Salzburger Landesarchiv,salzburger-landesarchiv,Austria,Europe,AT-SLA,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-SLA,True,True,http://www.salzburg.gv.at/themen/se/salzburg/archive.htm,https://www.salzburg.gv.at/pol/landtag/ausschuesse/video-ausschuss-2014-2018,ok,200,0,0,,
Salzburger Landesarchiv,salzburger-landesarchiv,Austria,Europe,AT-SLA,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-SLA,True,True,http://www.salzburg.gv.at/themen/se/salzburg/archive.htm,https://www.salzburg.gv.at/pol/landtag/plenum/video-plenum-2013-2022,ok,200,0,0,,
Salzburger Landesarchiv,salzburger-landesarchiv,Austria,Europe,AT-SLA,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-SLA,True,True,http://www.salzburg.gv.at/themen/se/salzburg/archive.htm,https://www.salzburg.gv.at/pol/landtag/ausschuesse/video-ausschuss-2019-2024,ok,200,0,0,,
Salzburger Landesarchiv,salzburger-landesarchiv,Austria,Europe,AT-SLA,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-SLA,True,True,http://www.salzburg.gv.at/themen/se/salzburg/archive.htm,https://www.salzburg.gv.at/themen/kultur/kultursparten/film,ok,200,0,0,,
Wiener Stadt- und Landesarchiv,wiener-stadt-und-landesarchiv,Austria,Europe,AT-WSTLA,Regional archives Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=AT-WSTLA,True,True,http://www.wien.gv.at/kultur/archiv/,https://www.wien.gv.at/kultur/film,ok,200,0,0,,
Archief- en Onderzoekscentrum voor Vrouwengeschiedenis (AVG-Carhif) - Centre d’Archives et de Recherches pour l’Histoire des Femmes (Carhif-AVG),archief-en-onderzoekscentrum-voor-vrouwengeschiedenis-avg-carhif-centre-d-archives-et-de-recherches-pour-l-histoire-des-femmes-carhif-avg,Belgium,Europe,BE-007502,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-007502,True,True,http://www.avg-carhif.be,https://avg-carhif.be/accueil/collections/tfe/,ok,200,0,0,,
Archief- en Onderzoekscentrum voor Vrouwengeschiedenis (AVG-Carhif) - Centre d’Archives et de Recherches pour l’Histoire des Femmes (Carhif-AVG),archief-en-onderzoekscentrum-voor-vrouwengeschiedenis-avg-carhif-centre-d-archives-et-de-recherches-pour-l-histoire-des-femmes-carhif-avg,Belgium,Europe,BE-007502,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-007502,True,True,http://www.avg-carhif.be,https://avg-carhif.be/accueil/collections/acces/,ok,200,0,0,,
Archief- en Onderzoekscentrum voor Vrouwengeschiedenis (AVG-Carhif) - Centre d’Archives et de Recherches pour l’Histoire des Femmes (Carhif-AVG),archief-en-onderzoekscentrum-voor-vrouwengeschiedenis-avg-carhif-centre-d-archives-et-de-recherches-pour-l-histoire-des-femmes-carhif-avg,Belgium,Europe,BE-007502,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-007502,True,True,http://www.avg-carhif.be,https://avg-carhif.be/accueil/collections/catalogue-en-ligne/,ok,200,0,0,,
Archief- en Onderzoekscentrum voor Vrouwengeschiedenis (AVG-Carhif) - Centre d’Archives et de Recherches pour l’Histoire des Femmes (Carhif-AVG),archief-en-onderzoekscentrum-voor-vrouwengeschiedenis-avg-carhif-centre-d-archives-et-de-recherches-pour-l-histoire-des-femmes-carhif-avg,Belgium,Europe,BE-007502,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-007502,True,True,http://www.avg-carhif.be,https://avg-carhif.be/accueil/collections/collections-en-bref/,ok,200,0,0,,
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,True,True,http://www.bcdedeken.be/,https://bcdedeken.be/collection-/championship-brochures/,ok,200,0,0,,
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,True,True,http://www.bcdedeken.be/,https://bcdedeken.be/collection-/,ok,200,0,0,,
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,True,True,http://www.bcdedeken.be/,https://bcdedeken.be/collection-/new-billiard-books/,ok,200,0,0,,
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,True,True,http://www.bcdedeken.be/,https://bcdedeken.be/collection-/fotos-photos/,ok,200,0,0,,
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,True,True,http://www.bcdedeken.be/,https://bcdedeken.be/collection-/posters/,ok,200,0,0,,
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,True,True,https://archives.africamuseum.be/,https://archives.africamuseum.be/repositories/resources,ok,200,0,0,,
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,True,True,https://archives.africamuseum.be/,https://archives.africamuseum.be/agents,ok,200,0,0,,
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,True,True,https://archives.africamuseum.be/,https://archives.africamuseum.be/visitorinformation,ok,200,0,0,,
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,True,True,https://archives.africamuseum.be/,https://archives.africamuseum.be/repositories,ok,200,0,0,,
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,True,True,https://archives.africamuseum.be/,https://archives.africamuseum.be/search?reset=true,ok,200,0,0,,
MATRIX - New Music Centre te Leuven,matrix-new-music-centre-te-leuven,Belgium,Europe,BE-206481,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-206481,True,True,http://www.matrix-new-music.be/,https://matrix-new-music.be/nl/kalender/sound-painting-academy-de-bijloke/,ok,200,1,1,,
Modemuseum te Antwerpen,modemuseum-te-antwerpen,Belgium,Europe,BE-549634,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-549634,True,True,http://www.momu.be,https://www.momu.be/en/exhibitions/collection-presentation,ok,200,0,0,,
Modemuseum te Antwerpen,modemuseum-te-antwerpen,Belgium,Europe,BE-549634,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-549634,True,True,http://www.momu.be,https://www.momu.be/en/collection-stories/meryll-rogge,ok,200,0,0,,
Modemuseum te Antwerpen,modemuseum-te-antwerpen,Belgium,Europe,BE-549634,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-549634,True,True,http://www.momu.be,https://www.momu.be/en/collection-stories,ok,200,0,0,,
Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,Belgium,Europe,BE-427463,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-427463,True,True,http://www.ellebieke.be,https://www.facebook.com/photo/?fbid=122096509179233893&set=a.122096487681233893,ok,200,0,0,,
Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,Belgium,Europe,BE-427463,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-427463,True,True,http://www.ellebieke.be,https://www.facebook.com/photo/?fbid=122096492901233893&set=pb.61587016800955.-2207520000,ok,200,0,0,,
Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,Belgium,Europe,BE-427463,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-427463,True,True,http://www.ellebieke.be,https://www.facebook.com/business/,ok,200,0,10,,
Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,Belgium,Europe,BE-427463,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-427463,True,True,http://www.ellebieke.be,https://www.facebook.com/help/568137493302217,ok,200,0,0,,
